season,name,pos,team,age,points,minutes,goals,assists,yellow_cards,red_cards,own_goals
2021/22,Charlie Cresswell,DEF,Leeds,22,4,140,0,0,1,0,0
2021/22,Liam McCarron,MID,Leeds,24,1,9,0,0,0,0,0
2021/22,Joe Gelhardt,FWD,Leeds,23,43,733,2,4,4,0,0
2021/22,Nohan Kenneh,MID,Leeds,22,-1,0,0,0,1,0,0
2021/22,Stuart McKinstry,MID,Leeds,22,1,3,0,0,0,0,0
2021/22,Leo Hjelde,DEF,Leeds,21,2,148,0,0,0,0,0
2021/22,Lewis Bate,MID,Leeds,22,3,145,0,0,0,0,0
2021/22,Jack Jenkins,MID,Leeds,23,0,0,0,0,0,0,0
2021/22,Kris Moore,DEF,Leeds,21,0,0,0,0,0,0,0
2021/22,James Milner,MID,Liverpool,39,38,844,0,1,2,0,0
2021/22,Jordan Henderson,MID,Liverpool,35,110,2592,2,5,3,0,0
2021/22,Adrián,GK,Liverpool,38,0,0,0,0,0,0,0
2021/22,Joël Matip,DEF,Liverpool,33,170,2790,3,3,2,0,0
2021/22,Thiago Alcântara,MID,Liverpool,34,69,1527,1,4,2,0,0
2021/22,Xherdan Shaqiri,MID,Liverpool,33,0,0,0,0,0,0,0
2021/22,Alex Oxlade-Chamberlain,MID,Liverpool,31,42,777,2,1,0,0,0
2021/22,Roberto Firmino,FWD,Liverpool,33,62,980,5,4,3,0,0
2021/22,Virgil van Dijk,DEF,Liverpool,34,183,3060,3,3,3,0,0
2021/22,Sadio Mané,MID,Liverpool,33,183,2818,16,5,5,0,0
2021/22,Alisson Becker,GK,Liverpool,32,176,3240,0,1,0,0,1
2021/22,Fabinho,MID,Liverpool,31,97,2311,5,1,7,0,0
2021/22,Mohamed Salah,MID,Liverpool,33,265,2758,23,14,1,0,0
2021/22,Andy Robertson,DEF,Liverpool,31,186,2537,3,11,5,1,0
2021/22,Divock Origi,FWD,Liverpool,30,22,126,3,0,0,0,0
2021/22,Takumi Minamino,MID,Liverpool,30,28,178,3,0,1,0,0
2021/22,Trent Alexander-Arnold,DEF,Liverpool,26,208,2853,2,12,2,0,0
2021/22,Joe Gomez,DEF,Liverpool,28,22,330,0,1,2,0,0
2021/22,Naby Keïta,MID,Liverpool,30,65,1169,3,2,3,0,0
2021/22,Diogo Jota,MID,Liverpool,28,175,2357,15,7,3,0,0
2021/22,Nathaniel Phillips,DEF,Liverpool,28,0,0,0,0,0,0,0
2021/22,Caoimhín Kelleher,GK,Liverpool,26,8,180,0,0,0,0,0
2021/22,Ibrahima Konaté,DEF,Liverpool,26,33,990,0,0,2,0,0
2021/22,Curtis Jones,MID,Liverpool,24,40,849,1,1,0,0,0
2021/22,Kostas Tsimikas,DEF,Liverpool,29,42,874,0,2,3,0,0
2021/22,Neco Williams,DEF,Liverpool,24,4,7,0,1,0,0,0
2021/22,Rhys Williams,DEF,Liverpool,24,0,0,0,0,0,0,0
2021/22,Harvey Elliott,MID,Liverpool,22,12,344,0,0,0,0,0
2021/22,Ben Woodburn,MID,Liverpool,25,0,0,0,0,0,0,0
2021/22,Tyler Morton,MID,Liverpool,22,1,65,0,0,1,0,0
2021/22,Kaide Gordon,MID,Liverpool,20,1,8,0,0,0,0,0
2021/22,Conor Bradley,DEF,Liverpool,22,0,0,0,0,0,0,0
2021/22,Owen Beck,DEF,Liverpool,22,0,0,0,0,0,0,0
2021/22,Marcelo Pitaluga,GK,Liverpool,22,0,0,0,0,0,0,0
2021/22,Jarell Quansah,DEF,Liverpool,22,0,0,0,0,0,0,0
2021/22,Luis Díaz,MID,Liverpool,28,64,957,4,3,0,0,0
2021/22,Jack Grealish,MID,Man City,29,86,1910,3,3,3,0,0
2021/22,Kyle Walker,DEF,Man City,35,85,1755,0,2,1,0,0
2021/22,Ilkay Gündogan,MID,Man City,34,124,1851,8,5,1,0,0
2021/22,Kevin De Bruyne,MID,Man City,34,196,2196,15,8,2,0,0
2021/22,John Stones,DEF,Man City,31,70,1117,1,0,0,0,0
2021/22,Benjamin Mendy,DEF,Man City,30,3,78,0,0,0,0,0
2021/22,Riyad Mahrez,MID,Man City,34,135,1485,11,7,0,0,0
2021/22,Raheem Sterling,MID,Man City,30,163,2121,13,7,1,0,0
2021/22,João Cancelo,DEF,Man City,31,201,3227,1,11,7,0,0
2021/22,Ederson,GK,Man City,31,155,3330,0,0,3,0,0
2021/22,Nathan Aké,DEF,Man City,30,54,919,2,0,0,0,0
2021/22,Aymeric Laporte,DEF,Man City,31,160,2830,4,2,5,1,0
2021/22,Zack Steffen,GK,Man City,30,7,90,0,0,0,0,0
2021/22,Bernardo Silva,MID,Man City,30,155,2856,8,8,6,0,0
2021/22,Rúben Dias,DEF,Man City,28,141,2401,2,5,5,0,0
2021/22,Gabriel Jesus,FWD,Man City,28,120,1871,8,8,1,0,0
2021/22,Oleksandr Zinchenko,DEF,Man City,28,59,1044,0,4,0,0,0
2021/22,Phil Foden,MID,Man City,25,137,2125,9,6,1,0,0
2021/22,Rodri,MID,Man City,29,127,2884,7,2,5,0,0
2021/22,Ferran Torres,MID,Man City,25,26,303,2,1,0,0,0
2021/22,Fernandinho,MID,Man City,40,45,956,2,1,1,0,0
2021/22,Cole Palmer,MID,Man City,23,9,121,0,1,0,0,0
2021/22,Samuel Edozie,MID,Man City,22,0,0,0,0,0,0,0
2021/22,Tommy Doyle,MID,Man City,23,0,0,0,0,0,0,0
2021/22,Scott Carson,GK,Man City,39,0,0,0,0,0,0,0
2021/22,Luke Mbete,DEF,Man City,21,0,0,0,0,0,0,0
2021/22,Josh Wilson-Esbrand,DEF,Man City,22,0,0,0,0,0,0,0
2021/22,Roméo Lavia,MID,Man City,21,0,0,0,0,0,0,0
2021/22,Cieran Slicker,GK,Man City,22,0,0,0,0,0,0,0
2021/22,James McAtee,MID,Man City,22,2,18,0,0,0,0,0
2021/22,CJ Egan-Riley,DEF,Man City,22,1,3,0,0,0,0,0
2021/22,Kayky,FWD,Man City,22,1,6,0,0,0,0,0
2021/22,Liam Delap,FWD,Man City,22,1,8,0,0,0,0,0
2021/22,Edinson Cavani,FWD,Man Utd,38,34,760,2,1,0,0,0
2021/22,David de Gea,GK,Man Utd,34,132,3420,0,0,0,0,0
2021/22,Nemanja Matic,MID,Man Utd,36,52,1375,0,4,3,0,0
2021/22,Paul Pogba,MID,Man Utd,32,65,1347,1,9,7,1,0
2021/22,Harry Maguire,DEF,Man Utd,32,69,2513,1,0,7,1,1
2021/22,Fred,MID,Man Utd,32,93,2026,4,5,5,0,1
2021/22,Luke Shaw,DEF,Man Utd,29,46,1600,0,3,8,0,0
2021/22,Jesse Lingard,MID,Man Utd,32,29,354,2,0,1,0,0
2021/22,Bruno Fernandes,MID,Man Utd,30,151,3110,10,7,10,0,0
2021/22,Anthony Martial,FWD,Man Utd,29,14,207,1,0,0,0,0
2021/22,Alex Telles,DEF,Man Utd,32,67,1658,0,4,1,0,0
2021/22,Dean Henderson,GK,Man Utd,28,0,0,0,0,0,0,0
2021/22,Marcus Rashford,MID,Man Utd,27,63,1224,4,2,2,0,0
2021/22,Axel Tuanzebe,DEF,Man Utd,27,14,505,0,0,1,0,0
2021/22,Victor Lindelöf,DEF,Man Utd,30,66,2353,0,2,4,0,0
2021/22,Scott McTominay,MID,Man Utd,28,68,2386,1,2,9,0,0
2021/22,Eric Bailly,DEF,Man Utd,31,2,216,0,0,1,0,1
2021/22,Aaron Wan-Bissaka,DEF,Man Utd,27,41,1793,0,0,2,0,0
2021/22,Mason Greenwood,MID,Man Utd,23,71,1269,5,2,1,0,0
2021/22,Juan Mata,MID,Man Utd,37,10,230,0,0,0,0,0
2021/22,Jadon Sancho,MID,Man Utd,25,91,1894,3,4,0,0,0
2021/22,Tom Heaton,GK,Man Utd,39,0,0,0,0,0,0,0
2021/22,Diogo Dalot,DEF,Man Utd,26,54,1797,0,0,4,0,0
2021/22,Andreas Pereira,MID,Man Utd,29,0,0,0,0,0,0,0
2021/22,Anthony Elanga,MID,Man Utd,23,59,1208,2,3,0,0,0
2021/22,Raphaël Varane,DEF,Man Utd,32,75,1829,1,1,0,0,0
2021/22,Cristiano Ronaldo,FWD,Man Utd,40,159,2454,18,3,8,0,0
2021/22,Phil Jones,DEF,Man Utd,33,4,161,0,0,0,0,0
2021/22,Amad Diallo,MID,Man Utd,23,0,0,0,0,0,0,0
2021/22,Hannibal Mejbri,MID,Man Utd,22,1,67,0,0,2,0,0
2021/22,Alejandro Garnacho,MID,Man Utd,21,2,12,0,0,0,0,0
2021/22,Shola Shoretire,MID,Man Utd,21,1,15,0,0,0,0,0
2021/22,Álvaro Carreras,DEF,Man Utd,22,0,0,0,0,0,0,0
2021/22,Charlie Savage,MID,Man Utd,22,0,0,0,0,0,0,0
2021/22,Joe Willock,MID,Newcastle,25,79,2037,2,3,0,0,0
2021/22,Matt Targett,DEF,Newcastle,29,101,2871,1,2,3,0,1
2021/22,Dan Burn,DEF,Newcastle,33,92,2461,1,1,8,0,0
2021/22,Chris Wood,FWD,Newcastle,33,91,2694,5,0,1,0,0
2021/22,Jonjo Shelvey,MID,Newcastle,33,63,1981,2,1,5,1,0
2021/22,Matt Ritchie,DEF,Newcastle,35,20,1333,0,2,5,0,0
2021/22,Ciaran Clark,DEF,Newcastle,35,14,1012,0,1,2,1,0
2021/22,Karl Darlow,GK,Newcastle,34,20,720,0,0,1,0,0
2021/22,Martin Dúbravka,GK,Newcastle,36,96,2340,0,0,1,0,0
2021/22,Callum Wilson,FWD,Newcastle,33,75,1386,8,0,4,0,0
2021/22,Jeff Hendrick,MID,Newcastle,33,8,69,1,0,0,0,0
2021/22,Ryan Fraser,MID,Newcastle,31,78,1459,2,5,3,0,0
2021/22,Jamaal Lascelles,DEF,Newcastle,31,47,2055,1,1,5,0,2
2021/22,Dwight Gayle,FWD,Newcastle,35,7,34,0,0,1,0,0
2021/22,Paul Dummett,DEF,Newcastle,33,7,197,0,0,2,0,0
2021/22,Javier Manquillo,DEF,Newcastle,31,38,1258,1,3,5,0,0
2021/22,Emil Krafth,DEF,Newcastle,30,58,1636,0,1,5,0,0
2021/22,Jacob Murphy,MID,Newcastle,30,62,1457,1,4,4,0,0
2021/22,Fabian Schär,DEF,Newcastle,33,88,2158,2,2,4,0,0
2021/22,Isaac Hayden,MID,Newcastle,30,28,1000,1,0,5,0,0
2021/22,Allan Saint-Maximin,FWD,Newcastle,28,116,2804,5,7,6,0,0
2021/22,Miguel Almirón,MID,Newcastle,31,59,1706,1,0,2,0,0
2021/22,Sean Longstaff,MID,Newcastle,27,48,1458,1,1,1,0,0
2021/22,Joelinton,FWD,Newcastle,28,83,2554,4,2,8,0,0
2021/22,Jamal Lewis,DEF,Newcastle,27,10,261,0,0,1,0,0
2021/22,Matty Longstaff,MID,Newcastle,25,0,0,0,0,0,0,0
2021/22,Federico Fernández,DEF,Newcastle,36,11,521,0,1,0,0,0
2021/22,Freddie Woodman,GK,Newcastle,28,9,360,0,0,0,0,0
2021/22,Mark Gillespie,GK,Newcastle,33,0,0,0,0,0,0,0
2021/22,Elliot Anderson,MID,Newcastle,22,0,0,0,0,0,0,0
2021/22,Kieran Trippier,DEF,Newcastle,34,28,429,2,0,0,0,0
2021/22,Bruno Guimarães,MID,Newcastle,27,67,1031,5,1,4,0,0
2021/22,Lucas De Bolle,MID,Newcastle,22,0,0,0,0,0,0,0
2021/22,Billy Gilmour,MID,Norwich,24,49,1852,0,1,2,0,0
2021/22,Michael McGovern,GK,Norwich,40,0,0,0,0,0,0,0
2021/22,Tim Krul,GK,Norwich,37,90,2610,0,0,1,0,1
2021/22,Teemu Pukki,FWD,Norwich,35,142,3253,11,3,4,0,0
2021/22,Marco Stiepermann,MID,Norwich,34,0,0,0,0,0,0,0
2021/22,Lukas Rupp,MID,Norwich,34,23,759,0,0,0,0,0
2021/22,Kenny McLean,MID,Norwich,33,69,2707,1,0,3,0,0
2021/22,Grant Hanley,DEF,Norwich,33,71,2897,1,0,2,0,0
2021/22,Onel Hernández,MID,Norwich,32,0,0,0,0,0,0,0
2021/22,Sam Byram,DEF,Norwich,31,20,1023,0,0,3,0,0
2021/22,Jordan Hugill,FWD,Norwich,33,0,0,0,0,0,0,0
2021/22,Kieran Dowell,MID,Norwich,27,41,905,1,1,0,0,0
2021/22,Christoph Zimmermann,DEF,Norwich,32,0,156,0,0,0,0,0
2021/22,Todd Cantwell,MID,Norwich,27,10,438,0,0,2,0,0
2021/22,Max Aarons,DEF,Norwich,25,55,2879,0,2,8,0,1
2021/22,Jacob Sørensen,DEF,Norwich,27,9,600,0,0,0,0,0
2021/22,Przemyslaw Placheta,MID,Norwich,27,18,499,0,0,1,0,0
2021/22,Adam Idah,FWD,Norwich,24,36,617,1,2,0,0,0
2021/22,Josh Martin,MID,Norwich,23,0,0,0,0,0,0,0
2021/22,Andrew Omobamidele,DEF,Norwich,23,14,381,1,0,1,0,0
2021/22,Angus Gunn,GK,Norwich,29,31,810,0,0,0,0,0
2021/22,Milot Rashica,MID,Norwich,29,70,2228,1,2,0,0,0
2021/22,Ben Gibson,DEF,Norwich,32,53,2494,0,0,3,1,0
2021/22,Dimitris Giannoulis,DEF,Norwich,29,39,1165,0,1,2,0,0
2021/22,Pierre Lees-Melou,MID,Norwich,32,70,2261,1,2,5,0,0
2021/22,Bali Mumba,DEF,Norwich,23,0,45,0,0,0,0,0
2021/22,Josh Sargent,FWD,Norwich,25,60,1566,2,2,1,0,0
2021/22,Christos Tzolis,MID,Norwich,23,16,326,0,0,0,0,0
2021/22,Ozan Kabak,DEF,Norwich,25,18,923,0,0,2,0,0
2021/22,Mathias Normann,MID,Norwich,29,52,1643,1,2,6,0,0
2021/22,Jonathan Tomkinson,DEF,Norwich,23,0,0,0,0,0,0,0
2021/22,Jonathan Rowe,MID,Norwich,22,16,208,0,1,0,0,0
2021/22,Thomas Dickson-Peters,FWD,Norwich,22,0,0,0,0,0,0,0
2021/22,Jon McCracken,GK,Norwich,25,0,0,0,0,0,0,0
2021/22,Liam Gibbs,MID,Norwich,22,0,0,0,0,0,0,0
2021/22,Abu Kamara,FWD,Norwich,21,0,0,0,0,0,0,0
2021/22,Tony Springett,MID,Norwich,22,3,140,0,0,1,0,0
2021/22,Theo Walcott,MID,Southampton,36,12,376,0,0,0,0,0
2021/22,Fraser Forster,GK,Southampton,37,57,1710,0,0,1,0,0
2021/22,Alex McCarthy,GK,Southampton,35,55,1530,0,0,1,0,0
2021/22,Oriol Romeu,MID,Southampton,33,88,2890,2,2,9,0,0
2021/22,Nathan Redmond,MID,Southampton,31,79,1827,1,6,0,0,0
2021/22,Jack Stephens,DEF,Southampton,31,12,810,0,0,3,0,0
2021/22,Stuart Armstrong,MID,Southampton,33,57,1465,2,1,1,0,0
2021/22,James Ward-Prowse,MID,Southampton,30,159,3215,10,5,3,1,0
2021/22,Kyle Walker-Peters,DEF,Southampton,28,82,2630,1,3,5,0,0
2021/22,Jan Bednarek,DEF,Southampton,29,94,2629,4,0,10,0,1
2021/22,Dan Nlundulu,FWD,Southampton,26,0,0,0,0,0,0,0
2021/22,Ché Adams,FWD,Southampton,28,103,2034,7,4,0,0,0
2021/22,Nathan Tella,MID,Southampton,26,29,802,0,2,2,0,0
2021/22,Will Smallbone,MID,Southampton,25,5,132,0,0,0,0,0
2021/22,Michael Obafemi,FWD,Southampton,25,0,0,0,0,0,0,0
2021/22,Moussa Djenepo,MID,Southampton,27,13,452,0,0,3,0,0
2021/22,Mohammed Salisu,DEF,Southampton,26,58,2971,0,0,8,1,1
2021/22,Romain Perraud,DEF,Southampton,27,38,1621,0,1,3,0,0
2021/22,Tino Livramento,DEF,Southampton,22,80,2200,1,2,2,0,0
2021/22,Mohamed Elyounoussi,MID,Southampton,30,90,2039,4,3,4,0,0
2021/22,Armando Broja,FWD,Southampton,23,92,1969,6,2,2,0,0
2021/22,Shane Long,FWD,Southampton,38,19,300,1,0,1,0,0
2021/22,Adam Armstrong,FWD,Southampton,28,57,1409,2,3,1,0,0
2021/22,Yan Valery,DEF,Southampton,26,9,369,0,0,0,0,0
2021/22,Lyanco,DEF,Southampton,28,19,906,0,0,2,0,0
2021/22,Harry Lewis,GK,Southampton,27,0,0,0,0,0,0,0
2021/22,Willy Caballero,GK,Southampton,43,2,180,0,0,1,0,0
2021/22,Dynel Simeu,DEF,Southampton,23,0,0,0,0,0,0,0
2021/22,Thierry Small,DEF,Southampton,20,0,0,0,0,0,0,0
2021/22,Kgaogelo Chauke,MID,Southampton,22,0,0,0,0,0,0,0
2021/22,Tyler Dibling,MID,Southampton,19,0,0,0,0,0,0,0
2021/22,Joe Hart,GK,Spurs,38,0,0,0,0,0,0,0
2021/22,Hugo Lloris,GK,Spurs,38,158,3420,0,0,2,0,0
2021/22,Toby Alderweireld,DEF,Spurs,36,0,0,0,0,0,0,0
2021/22,Érik Lamela,MID,Spurs,33,0,0,0,0,0,0,0
2021/22,Harry Kane,FWD,Spurs,31,192,3231,17,11,5,0,0
2021/22,Sèrge Aurier,DEF,Spurs,32,0,0,0,0,0,0,0
2021/22,Son Heung-Min,MID,Spurs,33,258,3009,23,10,2,0,0
2021/22,Matt Doherty,DEF,Spurs,33,67,871,2,5,0,0,0
2021/22,Eric Dier,DEF,Spurs,31,132,3071,0,1,1,0,1
2021/22,Lucas Moura,MID,Spurs,32,87,1763,2,6,4,0,0
2021/22,Pierre-Emile Højbjerg,MID,Spurs,29,109,3196,2,3,3,0,0
2021/22,Harry Winks,MID,Spurs,29,33,904,0,2,2,0,0
2021/22,Ryan Sessegnon,DEF,Spurs,25,56,1046,0,3,2,0,0
2021/22,Steven Bergwijn,MID,Spurs,27,55,548,3,2,1,0,0
2021/22,Sergio Reguilón,DEF,Spurs,28,104,1914,2,4,4,0,0
2021/22,Japhet Tanganga,DEF,Spurs,26,29,735,0,0,2,1,0
2021/22,Giovani Lo Celso,MID,Spurs,29,11,231,0,0,0,0,0
2021/22,Oliver Skipp,MID,Spurs,24,34,1346,0,0,6,0,0
2021/22,Joe Rodon,DEF,Spurs,27,3,87,0,0,0,0,0
2021/22,Tanguy Ndombélé,MID,Spurs,28,22,481,1,1,1,0,0
2021/22,Pierluigi Gollini,GK,Spurs,30,0,0,0,0,0,0,0
2021/22,Bryan Gil,MID,Spurs,24,9,86,0,0,0,0,0
2021/22,Cristian Romero,DEF,Spurs,27,63,1844,1,0,8,0,0
2021/22,Dane Scarlett,FWD,Spurs,21,1,3,0,0,0,0,0
2021/22,Emerson Royal,DEF,Spurs,26,102,2282,1,1,5,0,0
2021/22,Dilan Markanday,MID,Spurs,23,0,0,0,0,0,0,0
2021/22,Tobi Omole,DEF,Spurs,25,0,0,0,0,0,0,0
2021/22,Brandon Austin,GK,Spurs,26,0,0,0,0,0,0,0
2021/22,Dejan Kulusevski,MID,Spurs,25,99,1259,5,9,3,0,0
2021/22,Rodrigo Bentancur,MID,Spurs,28,52,1360,0,4,5,0,0
2021/22,Alfie Devine,MID,Spurs,20,0,0,0,0,0,0,0
2021/22,Jamie Bowden,MID,Spurs,24,0,0,0,0,0,0,0
2021/22,Marcel Lavinier,DEF,Spurs,24,0,0,0,0,0,0,0
2021/22,Matthew Craig,MID,Spurs,22,0,0,0,0,0,0,0
2021/22,Moussa Sissoko,MID,Watford,35,85,3220,2,1,5,0,0
2021/22,Ben Foster,GK,Watford,42,81,2340,0,1,0,0,0
2021/22,Danny Rose,DEF,Watford,35,7,688,0,0,4,0,0
2021/22,Dan Gosling,MID,Watford,35,11,164,1,0,0,0,0
2021/22,Craig Cathcart,DEF,Watford,36,50,2394,0,1,3,0,0
2021/22,Troy Deeney,FWD,Watford,37,2,23,0,0,0,0,0
2021/22,Tom Cleverley,MID,Watford,35,48,1611,0,2,2,0,0
2021/22,Kiko Femenía,DEF,Watford,34,53,2143,0,5,2,0,0
2021/22,Andre Gray,FWD,Watford,34,0,0,0,0,0,0,0
2021/22,Christian Kabasele,DEF,Watford,34,21,1190,0,0,0,0,0
2021/22,Nathaniel Chalobah,MID,Watford,30,0,0,0,0,0,0,0
2021/22,William Troost-Ekong,DEF,Watford,31,18,1388,0,0,3,0,0
2021/22,Stipe Perica,FWD,Watford,30,0,0,0,0,0,0,0
2021/22,Daniel Bachmann,GK,Watford,31,25,1080,0,0,0,0,0
2021/22,Adam Masina,DEF,Watford,31,25,1075,0,1,0,0,0
2021/22,Ken Sema,MID,Watford,31,26,844,0,0,1,0,0
2021/22,Philip Zinckernagel,MID,Watford,30,0,0,0,0,0,0,0
2021/22,Isaac Success,FWD,Watford,29,0,0,0,0,0,0,0
2021/22,Tom Dele-Bashiru,MID,Watford,25,0,0,0,0,0,0,0
2021/22,Ashley Fletcher,FWD,Watford,29,3,28,0,0,0,0,0
2021/22,Francisco Sierralta,DEF,Watford,28,5,427,0,0,0,0,1
2021/22,Domingos Quina,MID,Watford,25,0,0,0,0,0,0,0
2021/22,Marc Navarro,DEF,Watford,30,0,0,0,0,0,0,0
2021/22,Ismaïla Sarr,MID,Watford,27,81,1862,5,2,2,0,0
2021/22,Jeremy Ngakia,DEF,Watford,24,28,896,0,0,0,0,0
2021/22,Ben Wilmot,DEF,Watford,25,0,0,0,0,0,0,0
2021/22,Joseph Hungbo,MID,Watford,25,0,0,0,0,0,0,0
2021/22,Imrân Louza,MID,Watford,26,31,1415,0,0,6,0,0
2021/22,João Pedro,FWD,Watford,23,60,1634,3,1,1,0,0
2021/22,Kwadwo Baah,MID,Watford,22,0,0,0,0,0,0,0
2021/22,Emmanuel Dennis,FWD,Watford,27,134,2579,10,7,7,1,0
2021/22,Mattie Pollock,DEF,Watford,23,0,0,0,0,0,0,0
2021/22,Peter Etebo,MID,Watford,29,10,396,0,0,3,0,0
2021/22,Joshua King,FWD,Watford,33,87,2244,5,4,5,0,0
2021/22,Juraj Kucka,MID,Watford,38,54,1917,1,2,3,1,1
2021/22,Ozan Tufan,MID,Watford,30,10,334,0,0,0,0,0
2021/22,Robert Elliot,GK,Watford,39,0,0,0,0,0,0,0
2021/22,Nicolas Nkoulou,DEF,Watford,35,5,167,0,0,0,0,0
2021/22,James Morris,DEF,Watford,23,0,0,0,0,0,0,0
2021/22,Vincent Angelini,GK,Watford,21,0,0,0,0,0,0,0
2021/22,Kamil Conteh,MID,Watford,22,0,0,0,0,0,0,0
2021/22,Samir,DEF,Watford,30,36,1674,0,0,4,0,0
2021/22,Edo Kayembe,MID,Watford,27,24,795,0,0,0,0,0
2021/22,Samuel Kalu,MID,Watford,27,7,221,0,0,0,0,0
2021/22,Shaq Forde,FWD,Watford,21,0,0,0,0,0,0,0
2021/22,Tiago Çukur,FWD,Watford,22,0,0,0,0,0,0,0
2021/22,Adrian Blake,MID,Watford,19,0,0,0,0,0,0,0
2021/22,Jack Grieves,FWD,Watford,20,0,0,0,0,0,0,0
2021/22,Kurt Zouma,DEF,West Ham,30,66,2078,1,0,1,0,1
2021/22,Mark Noble,MID,West Ham,38,19,325,1,0,0,0,0
2021/22,Darren Randolph,GK,West Ham,38,0,0,0,0,0,0,0
2021/22,Lukasz Fabianski,GK,West Ham,40,136,3330,0,0,2,0,0
2021/22,Angelo Ogbonna,DEF,West Ham,37,40,921,1,0,1,0,0
2021/22,Winston Reid,DEF,West Ham,37,0,0,0,0,0,0,0
2021/22,Aaron Cresswell,DEF,West Ham,35,115,2726,2,4,3,0,0
2021/22,Andrii Yarmolenko,MID,West Ham,35,25,303,1,0,1,0,0
2021/22,Michail Antonio,FWD,West Ham,35,140,2975,10,10,6,1,0
2021/22,Craig Dawson,DEF,West Ham,35,90,2752,2,3,4,1,0
2021/22,Ryan Fredericks,DEF,West Ham,32,7,303,0,0,1,0,0
2021/22,Manuel Lanzini,MID,West Ham,32,92,1777,5,3,2,0,0
2021/22,Arthur Masuaku,DEF,West Ham,31,29,645,1,1,1,0,0
2021/22,Vladimír Coufal,DEF,West Ham,32,70,2207,0,4,3,1,1
2021/22,Saïd Benrahma,MID,West Ham,29,138,2162,8,6,0,0,0
2021/22,Jarrod Bowen,MID,West Ham,28,206,2987,12,17,6,0,0
2021/22,Declan Rice,MID,West Ham,26,95,3178,1,4,8,0,0
2021/22,Tomás Soucek,MID,West Ham,30,114,3061,5,1,3,0,0
2021/22,Pablo Fornals,MID,West Ham,29,117,2795,6,4,4,0,0
2021/22,Issa Diop,DEF,West Ham,28,30,961,0,1,0,0,0
2021/22,Ben Johnson,DEF,West Ham,25,48,1397,1,0,1,0,0
2021/22,Alphonse Areola,GK,West Ham,32,2,90,0,0,0,0,0
2021/22,Frederik Alves,DEF,West Ham,25,0,0,0,0,0,0,0
2021/22,Conor Coventry,MID,West Ham,25,0,0,0,0,0,0,0
2021/22,Jamal Baptiste,DEF,West Ham,21,0,0,0,0,0,0,0
2021/22,Nikola Vlasic,MID,West Ham,27,30,549,1,0,0,0,0
2021/22,Alex Král,MID,West Ham,27,1,1,0,0,0,0,0
2021/22,Harrison Ashby,DEF,West Ham,23,1,6,0,0,0,0,0
2021/22,Sonny Perkins,MID,West Ham,21,1,3,0,0,0,0,0
2021/22,Aji Alese,DEF,West Ham,24,0,0,0,0,0,0,0
2021/22,Armstrong Oko-Flex,MID,West Ham,23,0,0,0,0,0,0,0
2021/22,Pierre Ekwah,DEF,West Ham,23,0,0,0,0,0,0,0
2021/22,Dan Chesters,MID,West Ham,23,1,1,0,0,0,0,0
2021/22,João Moutinho,MID,Wolves,38,96,2970,2,1,4,0,0
2021/22,Rui Patrício,GK,Wolves,37,0,0,0,0,0,0,0
2021/22,Willy-Arnaud Boly,DEF,Wolves,34,17,900,0,0,1,0,0
2021/22,Conor Coady,DEF,Wolves,32,138,3361,4,0,4,0,0
2021/22,Raúl Jiménez,FWD,Wolves,34,101,2630,6,5,5,2,0
2021/22,Romain Saïss,DEF,Wolves,35,109,2706,2,0,6,0,0
2021/22,Marçal,DEF,Wolves,36,67,1448,0,3,3,0,0
2021/22,Jonny,DEF,Wolves,31,38,1022,2,0,1,0,0
2021/22,Leander Dendoncker,MID,Wolves,30,76,1945,2,3,4,0,0
2021/22,Adama Traoré,MID,Wolves,29,44,1069,1,1,0,0,0
2021/22,Rúben Neves,MID,Wolves,28,95,2659,4,2,9,0,0
2021/22,Nélson Semedo,DEF,Wolves,31,94,2131,0,1,1,0,0
2021/22,Daniel Podence,MID,Wolves,29,70,1475,2,3,2,0,0
2021/22,Maximilian Kilman,DEF,Wolves,28,106,2688,1,1,3,0,0
2021/22,Morgan Gibbs-White,MID,Wolves,25,1,7,0,0,1,0,0
2021/22,Pedro Neto,MID,Wolves,25,22,459,1,1,3,0,0
2021/22,Owen Otasowie,MID,Wolves,24,0,0,0,0,0,0,0
2021/22,Ki-Jana Hoever,DEF,Wolves,23,14,306,0,0,1,0,0
2021/22,Andreas Söndergaard,GK,Wolves,24,0,0,0,0,0,0,0
2021/22,Fábio Silva,FWD,Wolves,22,30,562,0,1,0,0,0
2021/22,Yerson Mosquera,DEF,Wolves,24,0,0,0,0,0,0,0
2021/22,John Ruddy,GK,Wolves,38,3,135,0,0,0,0,0
2021/22,Trincão,MID,Wolves,25,66,1328,2,1,0,0,0
2021/22,Rayan Aït-Nouri,DEF,Wolves,24,87,1826,1,4,4,0,0
2021/22,José Sá,GK,Wolves,32,146,3285,0,1,3,0,1
2021/22,Patrick Cutrone,FWD,Wolves,27,0,0,0,0,0,0,0
2021/22,Luke Cundle,MID,Wolves,23,7,179,0,0,0,0,0
2021/22,Chem Campbell,MID,Wolves,22,1,12,0,0,0,0,0
2021/22,Christian Marques,DEF,Wolves,22,0,0,0,0,0,0,0
2021/22,Hwang Hee-Chan,FWD,Wolves,29,81,1811,5,1,2,0,0
2021/22,Louie Moulden,GK,Wolves,23,0,0,0,0,0,0,0
